company_name,industry,funding_rounds,total_funding,job_postings_30d,employee_growth_pct,hiring_roles,industry_growth_rate,regional_employment_trend,funding_per_employee,days_since_last_funding,growth_momentum,is_hot_lead,last_funding_year,last_funding_month,last_funding_day,last_funding_day_of_week,last_funding_day_of_year,last_funding_week_of_year,last_funding_is_weekend
Cole Inc,Retail,3.3079414722530034,918517.92,3.4507210560992707,-3.942630363263061,Engineering,12.2,7.4,-3401.9182222222225,1158,3674071.68,0,2021,12,20,0,354,51,False
"Tucker, Gonzales and Taylor",Tech,0.9684404794199074,2113806.95,12.48307394624306,46.319331203454105,Marketing,27.5,4.6,472.8874608501119,480,25365683.4,0,2023,10,29,6,302,43,True
Walters Inc,Tech,4.197290709139423,3627218.44,12.968636211686244,7.815079586504152,Operations,5.7,11.2,3818.1246736842095,769,54408276.6,0,2023,1,13,4,13,2,False
"Wall, Smith and Miller",Retail,2.7021612665605903,4998097.72,10.470197378341116,11.618122455944665,Marketing,20.6,-2.5,3183.5017324840765,1551,49980977.2,0,2020,11,22,6,327,47,True
Ruiz-Wilson,SaaS,1.1579291772809437,6330275.93,12.148081250295606,34.92657893631262,Sales,28.2,4.3,2068.7176241830066,767,75963311.16,0,2023,1,15,6,15,2,True
"Gould, Turner and Jones",SaaS,2.115725472460864,3165965.05,11.457838306747083,16.134265560226787,Engineering,26.3,-2.6,1702.1317473118277,375,44323510.7,1,2024,2,11,6,42,6,True
Frank Group,Healthcare,0.9073266460584818,2523591.69,8.613195927282401,5.356067769241004,Sales,24.3,6.9,4427.353842105263,1107,22712325.21,0,2022,2,9,2,40,6,False
Simon Ltd,Retail,2.3698891133357,4001340.6,7.522907437256305,29.637174523371115,Engineering,20.3,7.3,1234.9816666666668,1402,32010724.8,0,2021,4,20,1,110,16,False
Bowers-Miller,Healthcare,1.5266371383280437,885474.68,5.972517958244195,-3.365711149674788,Sales,25.2,12.3,-3279.535851851852,307,5312848.08,0,2024,4,19,4,110,16,False
Allen-Trujillo,Retail,1.1499102213926078,8911162.99,12.893824306087932,20.31939545711128,Engineering,26.8,3.6,3841.018530172414,1544,106933955.88,0,2020,11,29,6,334,48,True
Navarro Inc,Healthcare,3.984543401206986,5649329.36,9.442285218890753,29.487864354134253,Operations,27.0,6.9,1765.415425,232,50843964.24,0,2024,7,3,2,185,27,False
"Taylor, Cunningham and Carpenter",Fintech,5.067438994846235,283668.98,8.641396211260899,9.53610241544451,Sales,25.6,4.5,255.55763963963963,99,2553020.82,0,2024,11,13,2,318,46,False
Flores-Morgan,Retail,3.531601595024258,3794412.34,8.750655624838213,3.90972799821712,Sales,16.8,9.1,7440.024196078431,1081,34149711.06,0,2022,3,7,0,66,10,False
Ibarra and Sons,Retail,1.7042393445182722,8632607.19,11.042544403841667,15.764335096599636,Engineering,14.7,2.1,5169.225862275449,381,94958679.09,1,2024,2,5,0,36,6,False
Smith and Sons,Retail,2.0943197325832115,2503628.93,11.386159806069168,32.23178036438275,Engineering,9.0,12.7,648.6085310880829,472,32547176.090000004,1,2023,11,6,0,310,45,False
"Taylor, Reed and Acevedo",Fintech,6.180825598266454,5520593.59,12.511363790196627,35.49879867983336,Engineering,22.6,-4.6,1604.823718023256,282,55205935.9,0,2024,5,14,1,135,20,False
Bailey-Martinez,Retail,2.8204010362639136,1319074.63,5.3956660843434845,57.10308805799186,Engineering,14.1,9.8,275.9570355648535,1084,6595373.149999999,0,2022,3,4,4,63,9,False
Camacho-Day,SaaS,1.0371044545982475,10998002.34,12.064520323375373,47.63949285395941,Marketing,25.8,2.2,2182.143321428571,37,153972032.76,0,2025,1,14,1,14,3,False
Collins-Watkins,Retail,6.396589124045748,7433799.61,9.666611942281236,-8.270195367863284,Operations,21.3,13.8,-8544.597252873566,514,74337996.10000001,0,2023,9,25,0,268,39,False
Alvarado-Newton,Retail,2.799703795845337,986674.59,11.74262859478485,5.820175898494928,Engineering,9.2,-2.2,1370.381375,257,9866745.9,0,2024,6,8,5,160,23,True
Miller-Hampton,Healthcare,2.9215392496965924,5979908.08,3.0447660043774167,7.923497958678098,Engineering,27.8,11.3,6294.640084210527,1072,17939724.240000002,0,2022,3,16,2,75,11,False
Cline-Carter,Tech,1.1319839713758086,11561078.98,10.529078965417638,-7.162642546537839,Marketing,20.1,7.3,-13763.189261904765,1378,138732947.76,0,2021,5,14,4,134,19,False
Parks Ltd,Healthcare,1.8022563258926327,9267955.2,11.294957018012823,43.83923498393148,Operations,16.7,7.1,1879.909776876268,1678,92679552.0,0,2020,7,18,5,200,29,True
"Gould, Ramirez and Armstrong",Fintech,2.6803845710828256,244244.99,9.699691304107828,37.5782733405674,Marketing,22.0,14.0,69.98423782234957,124,2442449.9,0,2024,10,19,5,293,42,True
Choi Ltd,Retail,1.0267588079677337,2743350.11,7.343858560447155,33.50317683778962,Marketing,22.8,-2.0,896.5196437908496,609,19203450.77,0,2023,6,22,3,173,25,False
Jones Ltd,Fintech,2.542817091116409,10971965.16,8.677276026412928,20.68671080187606,Engineering,16.3,4.2,4442.091157894737,887,120691616.76,1,2022,9,17,5,260,37,True
Jackson-Yang,Retail,3.12716852622863,7939984.32,6.549285949265997,30.08804122151528,Engineering,10.4,10.2,2664.424268456376,1106,55579890.24,0,2022,2,10,3,41,6,False
Stephenson LLC,Fintech,4.882007904088329,2874012.94,11.08834024192809,10.588691288747588,Operations,23.3,9.5,2415.136924369748,1079,34488155.28,0,2022,3,9,2,68,10,False
Hicks-Barber,SaaS,1.8908214939197283,7551874.55,9.090223773335788,-4.743991463244462,Engineering,14.5,9.2,-17562.49895348837,210,60414996.4,0,2024,7,25,3,207,30,False
Thompson LLC,Healthcare,2.1162733046498703,5347883.68,8.815194103120211,27.1861083186119,Marketing,13.1,6.7,1764.978112211221,1770,53478836.8,0,2020,4,17,4,108,16,False
George-Tyler,Retail,2.493964359638144,7338098.14,7.58185967631357,4.356527340323956,Marketing,7.6,5.5,13845.468188679244,1406,66042883.26,0,2021,4,16,4,106,15,False
"Lopez, Bowman and Lee",SaaS,0.8271824496107106,9713983.55,5.218141568449549,1.7666292896843878,Engineering,12.5,5.2,37361.4751923077,1312,48569917.75,0,2021,7,19,0,200,29,False
"Beltran, Bryant and Barnes",SaaS,1.7253407446387126,1764593.29,9.756267645750611,17.887053935627833,Marketing,16.7,5.4,676.0893831417625,850,15881339.61,0,2022,10,24,0,297,43,False
"Gonzalez, Arnold and Curtis",Healthcare,3.901607088085296,7914878.74,11.698075300608403,-2.5014276801396624,Operations,14.8,8.5,-52765.85826666667,1802,102893423.62,0,2020,3,16,0,76,12,False
Hamilton and Sons,Retail,3.582631011809455,662337.69,3.276810521473441,10.077182846589595,Engineering,5.5,6.3,655.7798910891089,1166,1987013.07,0,2021,12,12,6,346,49,True
Williams-Barnes,Healthcare,1.7239391682463563,12102503.16,8.851989800403677,-5.830617684856535,Marketing,12.6,7.0,-18619.23563076923,998,133127534.76,0,2022,5,29,6,149,21,True
"Haney, Andrade and Jordan",Healthcare,6.191056676096636,3587627.06,8.265553585776066,44.30688662670654,Marketing,9.3,-2.5,808.0241126126126,1061,32288643.54,0,2022,3,27,6,86,12,True
"Hodge, Brown and Buchanan",SaaS,2.212710762496755,3749233.58,6.731229975320414,38.80288444594692,Marketing,23.2,-3.3,842.5244,167,26244635.06,0,2024,9,6,4,250,36,False
Luna-Guzman,Retail,4.36899838782598,298822.59,9.260808389132428,51.01608331406452,Operations,25.0,5.5,59.40806958250498,567,2689403.31,0,2023,8,3,3,215,31,False
Perez and Sons,Fintech,1.8766043197971425,3850116.7,11.32659865196439,12.53311682908297,Marketing,14.8,8.2,2873.221417910448,127,46201400.400000006,0,2024,10,16,2,290,42,False
Rivera and Sons,Retail,3.686346913029973,3710186.87,5.574539929182787,36.53346631499826,Sales,15.6,0.6,830.0194340044743,1491,18550934.35,0,2021,1,21,3,21,3,False
"Davidson, Mcbride and Lopez",Healthcare,1.9080481763701131,3608898.66,8.533878236304876,-10.586690391069668,Operations,8.0,0.7,-4686.881376623378,1589,32480087.94,0,2020,10,15,3,289,42,False
Lopez Ltd,SaaS,3.170354993313312,5680497.56,12.07979643330332,-8.592690388777594,Sales,22.6,5.4,-7282.689179487178,1237,62485473.16,0,2021,10,2,5,275,39,True
Sanchez LLC,Healthcare,2.1249279168124096,4529954.49,4.528271922954206,5.985876454248926,Engineering,11.4,1.2,6039.93932,143,22649772.450000003,0,2024,9,30,0,274,40,False
Hopkins PLC,Healthcare,0.9884153433887024,7769127.81,4.186571636384729,41.303742547851975,Marketing,7.5,8.8,1956.9591460957176,506,31076511.24,0,2023,10,3,1,276,40,False
Casey-Hensley,Tech,3.1540760730638437,830928.74,9.58664472483357,-6.857869338570325,Engineering,17.9,5.9,-1567.7900754716982,403,9971144.88,0,2024,1,14,6,14,2,True
Hall-Miller,Healthcare,1.905147960545717,9826077.65,10.814893116869376,7.606387540744712,Marketing,26.1,6.8,11560.091352941176,1612,117912931.8,0,2020,9,22,1,266,39,False
Hudson-Cantrell,SaaS,5.032985952626717,7807316.03,9.97288947175401,16.098323832143866,Engineering,10.1,-2.7,4675.039538922156,1451,78073160.3,0,2021,3,2,1,61,9,False
"Jones, Morgan and Marshall",Tech,5.40283318179419,3188063.22,9.90865862349143,-2.098072672942126,Operations,18.0,6.3,-28982.39290909091,1347,25504505.76,0,2021,6,14,0,165,24,False
Harrell-Drake,Healthcare,3.166352636543108,1877729.28,6.75909030430667,16.33645108006711,Marketing,17.4,3.4,1026.0815737704918,505,11266375.68,0,2023,10,4,2,277,40,False
Tucker-Moreno,Retail,4.16992884819386,2186769.9,7.639229843501417,40.29446358889736,Sales,18.3,14.3,503.86403225806447,1777,15307389.3,0,2020,4,10,4,101,15,False
Davis and Sons,Tech,5.024630185243632,282498.19,15.181187755626135,6.722271212590918,Operations,16.2,-4.8,381.7543108108108,1137,4237472.85,0,2022,1,10,0,10,2,False
Garcia LLC,Healthcare,2.100461294771117,2439770.65,12.265375011550123,21.198782271069117,Sales,9.8,-0.6,1020.824539748954,1141,26837477.15,1,2022,1,6,3,6,1,False
"Collins, Anderson and Davis",Tech,1.9000331438506584,3725460.24,7.2958447906655985,9.569654686777236,Engineering,20.4,14.7,3921.5370947368415,497,26078221.68,0,2023,10,12,3,285,41,False
Guzman Group,Fintech,1.029869685243373,1134402.49,10.818291391343765,26.948079341208416,Engineering,18.1,-3.5,370.7197679738562,7,11344024.9,0,2025,2,13,3,44,7,False
"Garcia, Palmer and Rodriguez",Retail,1.0663320254305335,447185.62,8.874716767275995,16.365651982945636,Marketing,27.8,4.1,232.90917708333333,1507,4471856.2,0,2021,1,5,1,5,1,False
Woods-Fisher,SaaS,3.070073611655093,1585783.62,2.670477092727144,17.294814157339555,Engineering,23.1,10.8,727.4236788990826,491,4757350.86,0,2023,10,18,2,291,42,False
Patterson Ltd,SaaS,2.3185778945339144,666191.72,10.20500335960418,48.25423729300012,Engineering,26.1,-3.7,133.23834399999998,1751,5995725.48,0,2020,5,6,2,127,19,False
"Wells, Watts and Lee",Healthcare,4.498416429045819,224500.43,9.360461128407309,6.457721194135507,Engineering,12.2,2.4,340.15216666666663,283,2245004.3,0,2024,5,13,0,134,20,False
Peters LLC,Retail,1.0574637552709305,2259190.98,9.82874367884651,24.37770533874976,Sales,6.6,7.0,859.0079771863118,548,27110291.76,0,2023,8,22,1,234,34,False
Aguirre-Sanchez,Healthcare,2.94041190161843,3090717.01,11.314607774945074,43.29829855684923,Engineering,29.7,13.6,659.0014946695095,396,37088604.12,1,2024,1,21,6,21,3,True
Ellis LLC,Healthcare,0.9098008859902884,2969384.93,12.722746634076904,44.92687541316472,Sales,18.8,-1.9,710.3791698564594,1592,41571389.02,0,2020,10,12,0,286,42,False
Owen-Hardin,Tech,2.2318078695992662,125108.09,9.868592818572123,33.189275482340705,Marketing,19.9,-0.9,34.27618904109589,708,1251080.9,0,2023,3,15,2,74,11,False
Hughes-Shaw,Retail,3.583038742885841,4529132.91,7.550484565332569,-0.7777572408874109,Engineering,24.5,4.5,226456.6455,1576,31703930.37,0,2020,10,28,2,302,44,False
"Williams, Powell and Martin",Tech,1.0218688048232152,1883486.53,11.244173575911244,-1.089418233673482,Sales,26.8,6.1,-94174.3265,754,22601838.36,0,2023,1,28,5,28,4,True
"Flores, Dunlap and Moyer",Healthcare,1.773605272052044,6448899.01,8.168683115075343,52.42612442415942,Operations,10.3,0.0,1318.793253578732,1049,58040091.09,0,2022,4,8,4,98,14,False
Byrd and Sons,Retail,3.526748752838285,4550833.85,13.11007338921169,36.308574445626064,Engineering,15.4,14.1,993.631844978166,1494,59160840.05,0,2021,1,18,0,18,3,False
Cole LLC,Fintech,3.4015243916329845,2868177.2,18.26931016244242,17.55601684234198,Operations,24.5,0.8,1638.9584000000002,968,45890835.2,1,2022,6,28,1,179,26,False
Johnson Ltd,Fintech,3.901808807566205,3592066.55,15.630684492641064,40.93494154588765,Sales,15.8,-2.8,818.2383940774487,1005,53880998.25,1,2022,5,22,6,142,20,True
Perkins-Sanford,Retail,3.049422848377024,3166656.96,11.162039770487445,-2.1981429995594923,Operations,6.6,-2.3,-31666.5696,1524,37999883.52,0,2020,12,19,5,354,51,True
Williams LLC,Healthcare,1.917531955909916,4687567.88,12.171497988534304,41.42065091016514,Marketing,27.4,-1.5,1189.738040609137,624,56250814.56,1,2023,6,7,2,158,23,False
Williams Ltd,SaaS,3.1389717883067005,4636393.74,5.666579713736356,15.603284044353192,Sales,7.7,8.3,2634.314625,870,32454756.18,0,2022,10,4,1,277,40,False
Curtis-Compton,SaaS,5.536495025464662,6748187.61,10.150123009761504,20.916862063613884,Operations,23.6,-2.2,2896.217858369099,1746,67481876.10000001,0,2020,5,11,0,132,20,False
Griffin-Wilson,SaaS,6.212171910139662,7007262.23,11.584542428809042,1.8762436419959625,Engineering,13.2,14.5,23357.54076666667,702,77079884.53,0,2023,3,21,1,80,12,False
Martin PLC,Tech,2.271274939748449,2201327.8,8.424342299680092,46.951193857855706,Engineering,20.9,10.2,447.4243495934959,861,22013278.0,0,2022,10,13,3,286,41,False
Dawson and Sons,Fintech,2.385147588763872,3288201.37,11.033989380795964,6.432922299975347,Marketing,11.7,11.1,4504.385438356165,262,36170215.07,0,2024,6,3,0,155,23,False
"Edwards, Marshall and Wilson",Retail,3.374491271741594,6439995.11,15.173112722605074,-0.4106215881996674,Sales,7.0,-0.7,107333.25183333334,1042,103039921.76,0,2022,4,15,4,105,15,False
Harris-Ward,Tech,6.502987113451201,3862877.2,5.192613383972736,-1.7224900530851306,Engineering,22.4,4.2,-48285.965,373,19314386.0,0,2024,2,13,1,44,7,False
"Brown, Miller and Marshall",Fintech,2.8511835743339065,9826470.38,14.463463606784098,53.7907573238454,Marketing,9.6,-0.1,1934.3445629921264,1206,127744114.94,1,2021,11,2,1,306,44,False
Blanchard-Malone,Fintech,3.706733835422817,7233768.03,6.672737777164256,35.44750862041425,Marketing,24.7,13.7,1722.3257214285716,1760,57870144.24,0,2020,4,27,0,118,18,False
Martinez-Howell,Tech,1.1080525254993732,1583184.12,12.49913517471298,13.368987620920135,Sales,5.6,2.3,995.713283018868,211,17415025.32,0,2024,7,24,2,206,30,False
"Snyder, Gardner and Thomas",SaaS,4.978363087785903,235465.15,3.6931703880130873,26.087969012980537,Marketing,22.2,14.5,90.56351923076924,804,941860.6,0,2022,12,9,4,343,49,False
Hill-Nelson,Retail,2.832412628292214,5673051.08,16.312392697332715,-0.6132101228398975,Marketing,22.5,1.1,141826.277,1204,96441868.36,0,2021,11,4,3,308,44,False
Montoya-Schmidt,Tech,5.062372979252565,1310391.65,12.42339467692406,38.775155118098255,Engineering,12.5,-0.7,305.45259906759907,532,15724699.8,0,2023,9,7,3,250,36,False
Guzman Group,Fintech,4.614619461232378,5188707.59,8.066302398767176,24.903999897614217,Marketing,9.8,12.8,2198.604911016949,932,41509660.72,0,2022,8,3,2,215,31,False
Phillips Ltd,Tech,4.3933986559103255,5776627.51,13.090206484700714,46.96702604285368,Marketing,28.0,2.3,1153.0194630738522,238,69319530.12,1,2024,6,27,3,179,26,False
"Roberts, Johnson and Hart",Healthcare,2.8236003843235538,1345950.99,5.125000024196135,4.556782369293332,Marketing,28.0,2.0,2243.25165,1629,8075705.939999999,0,2020,9,5,5,249,36,True
Mcconnell-Odom,Tech,2.1699206559916293,821189.94,10.437720464895657,37.6538085919832,Marketing,26.0,9.2,273.72997999999995,972,7390709.459999999,0,2022,6,24,4,175,25,False
Norris PLC,Healthcare,2.8728746498634696,6659518.97,11.645702939677076,31.836414746166824,Marketing,5.1,0.2,1999.8555465465467,1205,73254708.67,1,2021,11,3,2,307,44,False
Hardy Inc,Tech,4.753382906332769,4572343.36,12.116002874033812,41.78559283545571,Operations,23.3,1.2,944.699041322314,1711,59440463.68000001,1,2020,6,15,0,167,25,False
Huffman Ltd,SaaS,5.824895412638487,398393.17,9.24118677075591,-6.842853401358112,Sales,5.9,3.1,-847.6450425531915,360,4382324.87,0,2024,2,26,0,57,9,False
Smith Inc,Tech,5.222093521457568,3360396.57,12.172256098672785,36.788605328845925,Sales,11.3,11.6,859.4364629156009,369,40324758.84,1,2024,2,17,5,48,7,True
Holland-Mcdowell,Retail,3.3814230131263625,2168690.36,11.015526354226193,32.791352029831714,Engineering,12.2,9.7,635.97957771261,1308,26024284.32,0,2021,7,23,4,204,29,False
Pace-Collins,Fintech,3.409335467479166,1948778.39,8.759743917635882,18.33962222279275,Operations,6.7,8.9,866.1237288888889,498,15590227.12,0,2023,10,11,2,284,41,False
Paul-Curtis,Fintech,3.129780534218331,3349162.04,10.760066854381511,34.26682492649773,Engineering,23.8,0.8,987.9534041297936,1316,33491620.4,0,2021,7,15,3,196,28,False
Clark-Davis,SaaS,2.7594115235960173,5329781.59,15.861320178312871,24.929983046660222,Operations,12.0,14.4,2081.94593359375,1527,69287160.67,1,2020,12,16,2,351,51,False
Brown-Martinez,Tech,2.5302548929977107,1669647.9,8.621403399865333,14.147399534749374,Sales,13.9,8.2,1184.1474468085105,404,16696479.0,0,2024,1,13,5,13,2,True
"Wright, Wilkinson and Cox",Healthcare,4.217833980986217,376504.46,7.03906901445073,38.431186115874574,Operations,13.5,8.6,105.16884357541902,205,2259026.76,0,2024,7,30,1,212,31,False
"Hansen, Flores and Spencer",Tech,1.067474986822425,4874148.7,9.312888538461715,35.32960723863103,Operations,5.7,1.0,1324.4969293478264,1466,38993189.6,0,2021,2,15,0,46,7,False
Smith Ltd,Tech,2.93579484132264,1602559.24,10.185576574442084,10.082797481534028,Engineering,15.5,7.1,1443.747063063063,1141,14423033.16,0,2022,1,6,3,6,1,False
Zimmerman Ltd,Retail,2.024421639718061,1362877.17,11.53402453352581,20.940213335029707,Engineering,13.9,5.1,611.1556816143498,182,13628771.7,0,2024,8,22,3,235,34,False
"Garcia, Johnson and Rodgers",Fintech,3.875696471427457,2486229.47,9.762008999908398,2.796589654755642,Sales,9.1,14.1,5781.929,1486,29834753.64,0,2021,1,26,1,26,4,False
Jackson PLC,Retail,8.409565584245158,4943120.12,7.1769286778008,44.54271240189457,Engineering,28.5,10.4,1086.4000263736264,199,34601840.84,0,2024,8,5,0,218,32,False
Erickson Inc,Healthcare,2.454898367481773,4845237.11,10.743496424109209,10.810585067288766,Marketing,15.7,5.2,4750.232460784315,834,48452371.1,0,2022,11,9,2,313,45,False
"Arnold, Simmons and Valdez",Healthcare,1.959197920595585,4817096.97,11.664087334598452,13.615380367373628,Operations,26.4,-2.0,3568.219977777778,928,67439357.58,0,2022,8,7,6,219,31,True
"Armstrong, Jones and Jackson",Retail,0.9718445761256856,432639.1,11.30131961299991,6.646636913555444,Marketing,6.0,13.2,554.6655128205128,439,4759030.1,0,2023,12,9,5,343,49,True
"Thompson, Williams and Yates",Tech,3.6476136009260336,4761697.97,10.5381797066105,29.488014999555997,Sales,6.7,-4.7,1451.7371859756097,128,47616979.7,0,2024,10,15,1,289,42,False
"Stark, Petersen and Fowler",SaaS,2.0712874997512274,11180793.3,11.80690201715342,34.19273256783421,Sales,28.4,10.8,3105.775916666667,626,145350312.9,1,2023,6,5,0,156,23,False
"Kelly, Kennedy and Vega",Fintech,3.770800421020384,4119324.47,12.970563546440868,7.7262192826001534,Operations,22.3,10.1,4477.526597826088,376,49431893.64,0,2024,2,10,5,41,6,True
Foster-Cole,Retail,4.313939468664674,3742447.36,7.763201907263758,31.79786886939134,Engineering,21.8,3.5,1134.0749575757577,1376,26197131.52,0,2021,5,16,6,136,19,True
Callahan-Klein,Retail,0.9942170764058044,8424816.52,9.89297592580553,44.47406011386272,Engineering,28.3,3.1,1901.7644514672688,577,101097798.24,0,2023,7,24,0,205,30,False
"Hernandez, Bonilla and Soto",Tech,3.354238554477079,4479738.0,9.17225959596609,-5.0857809444949496,Sales,27.0,-1.9,-9954.973333333332,1180,40317642.0,0,2021,11,28,6,332,47,True
"Hill, Stokes and Perez",SaaS,4.550901915587972,793059.49,14.906948926938655,22.8906094678647,Engineering,21.6,-1.3,283.23553214285715,362,11895892.35,0,2024,2,24,5,55,8,True
